,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
1556,749,_, , ,挺迅速的,9,13,物流,正面,遗憾，买错了，退的挺迅速的，**商城服务一流
1557,750,_, , ,有点油,6,9,使用体验,负面,个人感觉抹上有点油，可能适合冬天
1558,751,保湿效果,15,19,很不错,21,24,功效,正面,看了评价买来试试，用了以后感觉保湿效果还是很不错的，搞活动买的，挺好的！
1559,751,活动,27,29,_, , ,价格,正面,看了评价买来试试，用了以后感觉保湿效果还是很不错的，搞活动买的，挺好的！
1560,751,_, , ,挺好的,32,35,整体,正面,看了评价买来试试，用了以后感觉保湿效果还是很不错的，搞活动买的，挺好的！
1561,752,快递,19,21,很给力,22,25,物流,正面,一直在用***的产品，好用 值得信赖！快递也很给力！?
1562,752,_, , ,好用,11,13,整体,正面,一直在用***的产品，好用 值得信赖！快递也很给力！?
1563,753,_, , ,太超值,14,17,价格,正面,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢
1564,753,_, , ,很服帖,19,22,使用体验,正面,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢
1565,753,_, , ,很补水,23,26,功效,正面,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢
1566,753,味道,27,29,喜欢,30,32,气味,正面,活动价69元两盒入手，真的是太超值啦，很服帖，很补水，味道也喜欢
1567,754,_, , ,特别好用,6,10,整体,正面,试了一下东西特别好用。也划算。还会继续购买
1568,754,_, , ,划算,12,14,价格,正面,试了一下东西特别好用。也划算。还会继续购买
1569,755,_, , ,特别好,11,14,整体,正面,一收到宝贝就试了一下，特别好
1570,756,_, , ,还不错,0,3,整体,正面,还不错  只不过没有&reg
1571,757,味道,0,2,有点点膳,2,6,气味,负面,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
1572,757,_, , ,听湿润,7,10,使用体验,正面,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
1573,757,_, , ,有点白,19,22,功效,负面,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
1574,757,_, , ,挺好,30,32,整体,正面,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
1575,758,_, , ,好好用,0,3,整体,正面,好好用 也很划算 用完再来买
1576,758,_, , ,很划算,5,8,价格,正面,好好用 也很划算 用完再来买
1577,759,价格,0,2,实惠,2,4,价格,正面,价格实惠，物流快
1578,759,物流,5,7,快,7,8,物流,正面,价格实惠，物流快
1579,760,发货速度,0,4,挺快的,4,7,物流,正面,发货速度挺快的 价格便宜
1580,760,价格,8,10,便宜,10,12,价格,正面,发货速度挺快的 价格便宜
1581,761,送货,5,7,快,7,8,物流,正面,购买方便，送货快！
1582,762,物流,5,7,快,7,8,物流,正面,东西收到，物流快，
1583,763,_, , ,挺好用,5,8,整体,正面,挺不错的！挺好用 一直用这个洗面奶
1584,763,_, , ,挺不错的,0,4,整体,正面,挺不错的！挺好用 一直用这个洗面奶
1585,764,_, , ,非常满意,0,4,整体,正面,非常满意 客服小海绵的服务也很好 很耐心
1586,764,服务,11,13,很好,14,16,服务,正面,非常满意 客服小海绵的服务也很好 很耐心
1587,764,服务,11,13,很耐心,17,20,服务,正面,非常满意 客服小海绵的服务也很好 很耐心
1588,765,_, , ,很好,4,6,整体,正面,俩口觉得很好的，***
1589,766,_, , ,物有所值,0,4,整体,正面,物有所值，东西很不错，
1590,766,_, , ,很不错,7,10,整体,正面,物有所值，东西很不错，
1591,767,_, , ,不错,2,4,整体,正面,面膜不错，**让我等了7八天
1592,768,_, , ,不错,0,2,整体,正面,不错，喜欢
1593,768,_, , ,喜欢,3,5,整体,正面,不错，喜欢
1594,769,物流,27,29,特别快,29,32,物流,正面,昨天晚上看到的这款面膜，随机就买了，不知道好不好用。但物流特别快。好评
1595,769,_, , ,好评,33,35,整体,正面,昨天晚上看到的这款面膜，随机就买了，不知道好不好用。但物流特别快。好评
1596,770,_, , ,很喜欢,2,5,整体,正面,婆婆很喜欢，买了一大堆
1597,771,_, , ,还可以,5,8,整体,正面,用了一下，还可以吧
1598,772,补水,4,6,不错,6,8,功效,正面,这款面膜补水不错，化妆品我用的也是这款，支持?
1599,773,包装,0,2,精美,2,4,包装,正面,包装精美，天猫直送很给力，感谢丫头
1600,773,天猫直送,5,9,很给力,9,12,物流,正面,包装精美，天猫直送很给力，感谢丫头
1601,774,_, , ,是正品,6,9,真伪,正面,还没用，应该是正品，
1602,775,_, , ,很好,8,10,整体,正面,同品牌用过其它的很好 这个第一次买  希望不会失望 物流服务又好又快
1603,775,物流服务,26,30,好,31,32,物流,正面,同品牌用过其它的很好 这个第一次买  希望不会失望 物流服务又好又快
1604,775,物流服务,26,30,快,33,34,物流,正面,同品牌用过其它的很好 这个第一次买  希望不会失望 物流服务又好又快
1605,776,_, , ,滋润,13,15,使用体验,正面,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好
1606,776,精华,16,18,特别多,18,21,成分,正面,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好
1607,776,快递小哥态度,38,44,很好,44,46,物流,正面,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好
1608,777,_, , ,很好用,2,5,整体,正面,东西很好用，已经用过一段时间了，很满意
1609,777,_, , ,很满意,16,19,整体,正面,东西很好用，已经用过一段时间了，很满意
1610,778,_, , ,还不错,6,9,整体,正面,适用了一下，还不错。
1611,779,_, , ,真的好,0,3,整体,正面,真的好，值得拥有值得信赖
1612,780,物流,0,2,给力,2,4,物流,正面,物流给力，效果比想像的要好
1613,780,效果,5,7,比想像的要好,7,13,功效,正面,物流给力，效果比想像的要好
1614,781,_, , ,还不错,2,5,整体,正面,东西还不错。超出预期。很满意。两片，也划算。推荐购买
1615,781,_, , ,超出预期,6,10,整体,正面,东西还不错。超出预期。很满意。两片，也划算。推荐购买
1616,781,_, , ,很满意,11,14,整体,正面,东西还不错。超出预期。很满意。两片，也划算。推荐购买
1617,781,_, , ,划算,19,21,价格,正面,东西还不错。超出预期。很满意。两片，也划算。推荐购买
1618,782,_, , ,水水的,7,10,使用体验,正面,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。
1619,782,_, , ,很舒服,10,13,使用体验,正面,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。
1620,782,活动,23,25,超划算,25,28,价格,正面,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。
1621,783,_, , ,挺好用的,0,4,整体,正面,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
1622,783,_, , ,不油,4,6,使用体验,正面,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
1623,783,_, , ,很清爽,6,9,使用体验,正面,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
1624,783,小礼品,13,16,_, , ,价格,正面,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
1625,783,_, , ,很好用,19,22,整体,正面,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
1626,784,_, , ,很可爱,0,3,整体,正面,很可爱，我很喜欢。期待效果哦
1627,784,_, , ,很喜欢,5,8,整体,正面,很可爱，我很喜欢。期待效果哦
1628,785,_, , ,不错,2,4,整体,正面,真的不错、下次还来光顾
1629,786,_, , ,是正品,3,6,真伪,正面,扫描了是正品，一直用***产品，大家放心使用
1630,787,物流,0,2,很快,2,4,物流,正面,物流很快，东西质量不错，很喜欢
1631,787,_, , ,不错,9,11,整体,正面,物流很快，东西质量不错，很喜欢
1632,787,_, , ,很喜欢,12,15,整体,正面,物流很快，东西质量不错，很喜欢
1633,788,_, , ,超级好用,8,12,整体,正面,帮同事购买的，说超级好用。很不错的一款哟
1634,788,_, , ,很不错,13,16,整体,正面,帮同事购买的，说超级好用。很不错的一款哟
1635,789,包装,19,21,精美,21,23,包装,正面,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
1636,789,_, , ,非常好,0,3,整体,正面,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
1637,789,_, , ,没毛病,11,14,整体,正面,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
1638,789,_, , ,效果好,15,18,整体,正面,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
1639,789,_, , ,真的很好,43,47,整体,正面,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
1640,790,_, , ,特别好用,0,4,整体,正面,特别好用。一直用的这个品牌，效果不错。
1641,790,_, , ,不错,16,18,整体,正面,特别好用。一直用的这个品牌，效果不错。
1642,791,_, , ,很满意,9,12,整体,正面,第一次购买该商品，很满意
1643,792,赠品,8,10,_, , ,其他,负面,明明买的时候还有赠品的，结果到手的时候却没有？怎么回事？
1644,793,_, , ,很好,11,13,整体,正面,东西收到几天了，用得也很好噢，所以今天来评价一下
1645,794,_, , ,好用,5,7,整体,正面,一如既往地好用！买了好多套了！送了好多小样！礼品！面膜！超喜欢
1646,794,_, , ,超喜欢,28,31,整体,正面,一如既往地好用！买了好多套了！送了好多小样！礼品！面膜！超喜欢
1647,795,_, , ,快,12,13,物流,正面,**购物～～～方便～～～快～～～
1648,796,颜色,17,19,有点暗,19,22,功效,正面,用过才来评价的，自然色擦到脸上感觉颜色有点暗，别的还好
1649,796,_, , ,还好,25,27,整体,正面,用过才来评价的，自然色擦到脸上感觉颜色有点暗，别的还好
1650,797,_, , ,是正品,8,11,真伪,正面,宝贝收到了，扫码是正品，非常喜欢，谢谢商家！
1651,797,_, , ,非常喜欢,12,16,整体,正面,宝贝收到了，扫码是正品，非常喜欢，谢谢商家！
1652,798,_, , ,一般,2,4,整体,中性,用着一般，当时发的时候还少给一个替换装，后来补过来了
1653,799,_, , ,非常滋润,2,6,使用体验,正面,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。
1654,799,保湿,11,13,_, , ,功效,正面,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。
1655,799,补水,13,15,_, , ,功效,正面,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。
1656,800,_, , ,还不错,0,3,整体,正面,还不错??
1657,801,_, , ,不错,0,2,整体,正面,不错刚用两天
1658,802,_, , ,没过敏,2,5,使用体验,正面,用着没过敏、继续看看
1659,803,物流,0,2,还不错,2,5,物流,正面,物流还不错，小哥服务态度好
1660,803,小哥服务态度,6,12,好,12,13,物流,正面,物流还不错，小哥服务态度好
1661,804,_, , ,还可以,0,3,整体,正面,还可以 用了不灵不灵的
1662,805,_, , ,还好,0,2,整体,中性,还好吧  没有网上说的那么好
1663,806,_, , ,很不错,2,5,整体,正面,质量很不错，很好用，希望大家，。。。。。。
1664,806,_, , ,很好用,6,9,整体,正面,质量很不错，很好用，希望大家，。。。。。。
1665,807,包装,0,2,很好,2,4,包装,正面,包装很好，看着很喜欢
1666,807,_, , ,很喜欢,7,10,整体,正面,包装很好，看着很喜欢
1667,808,_, , ,不错,3,5,整体,正面,洗面奶不错，洗完脸不紧绷，泡沫细腻
1668,808,_, , ,不紧绷,9,12,使用体验,正面,洗面奶不错，洗完脸不紧绷，泡沫细腻
1669,808,泡沫,13,15,细腻,15,17,使用体验,正面,洗面奶不错，洗完脸不紧绷，泡沫细腻
1670,809,_, , ,很喜欢,2,5,整体,正面,小姑很喜欢用，第二次在**帮她买了，有活动就更好了
1671,810,_, , ,浮粉,17,19,使用体验,负面,严重怀疑产品质量，每次用完都是满脸浮粉，平时买东西能凑合的就都给好评，这次真的太失败了，再也不会买了
1672,811,_, , ,挺温和的,0,4,使用体验,正面,挺温和的，不刺激，还很香
1673,811,_, , ,不刺激,5,8,使用体验,正面,挺温和的，不刺激，还很香
1674,811,_, , ,很香,10,12,气味,正面,挺温和的，不刺激，还很香
1675,812,补水,13,15,很好,15,17,功效,正面,***我怀孕的时候都用过，补水很好，很赞。
1676,812,_, , ,很赞,18,20,整体,正面,***我怀孕的时候都用过，补水很好，很赞。
1677,813,_, , ,蛮不错,12,15,整体,正面,面膜用了再来评价的，感觉蛮不错的，还会回购的
1678,814,物流,4,6,很快,6,8,物流,正面,收到了，物流很快，面膜还没用，用后评论
1679,815,物流速度,0,4,有点慢,4,7,物流,正面,物流速度有点慢，第二天没有到达。
1680,816,_, , ,不错,2,4,整体,正面,面膜不错，薄，服帖，比**还好。
1681,816,_, , ,薄,5,6,使用体验,正面,面膜不错，薄，服帖，比**还好。
1682,816,_, , ,服帖,7,9,使用体验,正面,面膜不错，薄，服帖，比**还好。
1683,817,赠品,0,2,非常不错,2,6,价格,正面,赠品非常不错，很好用，感谢**
1684,817,_, , ,很好用,7,10,价格,正面,赠品非常不错，很好用，感谢**
1685,818,_, , ,很不错,4,7,整体,正面,货收到，很不错，己经用习惯了，从来不买别的牌子的，已经是N次购买了！
1686,819,_, , ,不错,4,6,整体,正面,用后感觉不错
1687,820,_, , ,好用,0,2,整体,正面,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1688,820,_, , ,很喜欢,20,23,整体,正面,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1689,820,_, , ,不贵,26,28,价格,正面,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1690,821,_, , ,还不错,4,7,整体,正面,这个真的还不错 回购了几次了
1691,822,_, , ,还可以,2,5,整体,正面,东西还可以！！！
1692,823,物流,16,18,超快,18,20,物流,正面,已经买了好多好多次了，挺好用的。物流超快的。
1693,823,_, , ,挺好用,11,14,整体,正面,已经买了好多好多次了，挺好用的。物流超快的。
1694,824,_, , ,好评,0,2,整体,正面,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
1695,824,_, , ,很贴脸,5,8,使用体验,正面,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
1696,825,_, , ,不错,8,10,整体,正面,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
1697,825,_, , ,正品,33,35,真伪,正面,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
1698,826,_, , ,很好用,10,13,整体,正面,第二次购买啦！妈妈说很好用。
1699,827,_, , ,不够细腻,7,11,使用体验,正面,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1700,827,_, , ,一片一片的,12,17,使用体验,正面,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1701,827,_, , ,浮粉,21,23,使用体验,正面,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1702,828,_, , ,蛮轻薄的,2,6,使用体验,正面,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1703,828,_, , ,很服帖,8,11,使用体验,正面,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1704,828,透气性,12,15,比较好,15,18,使用体验,正面,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1705,828,_, , ,水分还可以,30,35,使用体验,正面,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1706,828,_, , ,总体满意,36,40,整体,正面,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1707,829,_, , ,最喜欢,2,5,整体,正面,哈哈最喜欢这个面膜了回购了
1708,830,效果,0,2,一点不好,2,6,功效,负面,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1709,830,效果,0,2,洗不净,7,10,功效,负面,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1710,830,_, , ,比较油,16,19,使用体验,负面,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1711,831,优惠活动,13,17,很给力,17,20,价格,正面,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1712,831,_, , ,很不错,0,3,整体,正面,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1713,831,客服态度,21,25,也很好,25,28,服务,正面,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1714,831,_, , ,很喜欢,7,10,整体,正面,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1715,832,活动,3,5,_, , ,价格,正面,这次趁活动买了两盒，以前是用袋子装的，这次的是盒子，看起来上档次了不少
1716,833,活动,13,15,_, , ,价格,正面,一直用***这个系列的，做活动的时候下手的，物美价廉
1717,833,_, , ,物美价廉,22,26,价格,正面,一直用***这个系列的，做活动的时候下手的，物美价廉
1718,834,_, , ,可以,0,2,整体,正面,可以的一直都是用***
1719,835,_, , ,还好,2,4,整体,正面,感觉还好吧，第1次用这个牌子。性价比很高。
1720,835,性价比,15,18,很高,18,20,价格,正面,感觉还好吧，第1次用这个牌子。性价比很高。
1721,836,_, , ,很水润,8,11,使用体验,正面,刚收到就用了下，很水润
1722,837,_, , ,挺好的,8,11,整体,中性,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1723,837,_, , ,很轻薄,23,26,使用体验,正面,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1724,837,_, , ,很好的,29,32,整体,正面,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1725,838,_, , ,还行,2,4,整体,正面,面膜还行吧，还没怎么用呢，用了再说吧
1726,839,_, , ,好看,6,8,整体,正面,给妈妈买的，好看方便使用，干净
1727,839,_, , ,方便,8,10,使用体验,正面,给妈妈买的，好看方便使用，干净
1728,839,_, , ,干净,13,15,功效,正面,给妈妈买的，好看方便使用，干净
1729,840,_, , ,很棒,9,11,整体,正面,已经开始用了，效果很棒，很自然，不加白，值得推荐
1730,840,_, , ,很自然,12,15,功效,正面,已经开始用了，效果很棒，很自然，不加白，值得推荐
1731,840,_, , ,不加白,16,19,功效,正面,已经开始用了，效果很棒，很自然，不加白，值得推荐
1732,841,物流,19,21,快,22,23,物流,正面,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1733,841,_, , ,好用,14,16,整体,正面,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1734,841,_, , ,便宜,11,13,价格,正面,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1735,842,_, , ,还不错,2,5,整体,正面,看着还不错，刚刚收到，效果要等到用了才知道
1736,843,_, , ,还可以,0,3,整体,正面,还可以，第一次使用，没什么过敏，比较服帖
1737,843,_, , ,没什么过敏,10,15,使用体验,正面,还可以，第一次使用，没什么过敏，比较服帖
1738,843,_, , ,比较服帖,16,20,使用体验,正面,还可以，第一次使用，没什么过敏，比较服帖
1739,844,_, , ,一般,2,4,整体,中性,东西一般吧，没有，感觉特别的什么不同
1740,845,_, , ,挺好,3,5,整体,正面,用起来挺好，效果挺好，特别白的自然。。。。
1741,845,_, , ,白的自然,13,17,功效,正面,用起来挺好，效果挺好，特别白的自然。。。。
1742,846,_, , ,非常满意,11,15,整体,正面,水乳我一直在用，很好，非常满意
1743,846,_, , ,很好,8,10,整体,正面,水乳我一直在用，很好，非常满意
1744,847,快递小哥,29,33,_, , ,物流,正面,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
1745,847,_, , ,不错,0,2,整体,正面,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
1746,848,_, , ,很自然,6,9,功效,正面,试用了一下，很自然，期待效果
1747,849,速度,16,18,快,18,19,物流,正面,哇嘿！我早上付的款，下午就到了，速度快！
1748,850,包装,2,4,_, , ,整体,正面,看着包装和实体店的一样，还没用！等用了在来评价！
1749,851,_, , ,不是很好用,12,17,整体,负面,怎么只有一个替换装，而且不是很好用，已经拆了不能退了
1750,852,_, , ,好用,0,2,整体,正面,好用，和实体店里的一样??
1751,853,_, , ,挺喜欢,10,13,整体,正面,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！
1752,853,_, , ,好,22,23,整体,正面,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！
1753,854,_, , ,赞,0,1,整体,正面,赞，老用户了，一如既往，啥也就不说了
1754,855,_, , ,好评,0,2,整体,正面,好评，物流也出乎意外的快，赞。
1755,855,物流,3,5,出乎意外的快,6,12,物流,正面,好评，物流也出乎意外的快，赞。
1756,855,_, , ,赞,13,14,整体,正面,好评，物流也出乎意外的快，赞。
1757,856,_, , ,保湿,10,12,功效,正面,之前一直用这款隔离，保湿不干，经济实惠
1758,856,_, , ,不干,12,14,使用体验,正面,之前一直用这款隔离，保湿不干，经济实惠
1759,856,_, , ,经济,15,17,价格,正面,之前一直用这款隔离，保湿不干，经济实惠
1760,856,_, , ,实惠,17,19,价格,正面,之前一直用这款隔离，保湿不干，经济实惠
1761,857,_, , ,很实惠,0,3,价格,正面,很实惠，看丫头直播买点
1762,858,价格,16,18,实惠,18,20,价格,正面,挺好的，买了好久了才记得来评价，价格实惠
1763,858,_, , ,挺好的,0,3,整体,正面,挺好的，买了好久了才记得来评价，价格实惠
1764,859,_, , ,很好,0,2,整体,正面,很好，N次购买了
1765,860,_, , ,超好用,0,3,整体,正面,超好用很水润，粉了粉了，以后多多续费，耶
1766,860,_, , ,很水润,3,6,使用体验,正面,超好用很水润，粉了粉了，以后多多续费，耶
1767,861,_, , ,划算,28,30,价格,正面,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，划算，好用的话，用完还来！
1768,862,_, , ,可以,0,2,整体,正面,可以，美美哒
1769,862,_, , ,美美哒,3,6,整体,正面,可以，美美哒
1770,863,_, , ,很滋润,13,16,使用体验,正面,老顾客了，一直信赖的品牌，很滋润，值得购买
1771,864,_, , ,好,6,7,整体,正面,太棒了，效果好
1772,864,_, , ,太棒了,0,3,整体,正面,太棒了，效果好
1773,865,送货,0,2,快,2,3,物流,正面,送货快，服务好，非常棒
1774,865,服务,4,6,好,6,7,服务,正面,送货快，服务好，非常棒
1775,865,_, , ,非常棒,8,11,整体,正面,送货快，服务好，非常棒
1776,866,赠品,7,9,还可以,11,14,价格,正面,之前用的他们家赠品小样还可以，买来试试，
1777,867,_, , ,挺好用的,4,8,整体,正面,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1778,867,_, , ,不厚重,9,12,使用体验,正面,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1779,867,_, , ,提亮肤色,13,17,功效,正面,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1780,867,味道,18,20,不错,20,22,气味,正面,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1781,868,_, , ,不错,0,2,整体,正面,不错啊你们的东西很喜欢这个链接转链接转链接转链接
1782,868,_, , ,很喜欢,8,11,整体,正面,不错啊你们的东西很喜欢这个链接转链接转链接转链接
1783,869,味道,5,7,淡淡的,7,10,气味,正面,东西还行，味道淡淡的。试用一段时间先。
1784,869,_, , ,还行,2,4,整体,正面,东西还行，味道淡淡的。试用一段时间先。
1785,870,_, , ,不油腻,0,3,使用体验,正面,不油腻 这个季节用合适
1786,871,_, , ,不错,2,4,整体,正面,宝贝不错，很满意
1787,871,_, , ,很满意,5,8,整体,正面,宝贝不错，很满意
1788,872,香味,12,14,_, , ,气味,正面,宝贝挺好的，自然白，带点香味！
1789,872,_, , ,挺好,2,4,整体,正面,宝贝挺好的，自然白，带点香味！
1790,872,_, , ,自然白,6,9,功效,正面,宝贝挺好的，自然白，带点香味！
1791,873,_, , ,正品,3,5,真伪,正面,应该是正品吧！一直用这个牌子。网上便宜很多
1792,873,_, , ,便宜很多,17,21,价格,正面,应该是正品吧！一直用这个牌子。网上便宜很多
1793,874,_, , ,是正品,6,9,真伪,正面,东西收到了，是正品，很好用，快递很给力
1794,874,_, , ,很好用,10,13,整体,正面,东西收到了，是正品，很好用，快递很给力
1795,874,快递,14,16,很给力,16,19,物流,正面,东西收到了，是正品，很好用，快递很给力
1796,875,价格,11,13,不高,13,15,价格,正面,购乳液顺便买了这面膜，价格不高，希望功能好。
1797,876,快递,2,4,超级快,4,7,物流,正面,**快递超级快，是正品。
1798,876,_, , ,是正品,8,11,真伪,正面,**快递超级快，是正品。
1799,877,_, , ,棒棒哒,19,22,整体,正面,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1800,877,_, , ,非常好用,7,11,整体,正面,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1801,877,_, , ,不油腻,15,18,使用体验,正面,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1802,877,_, , ,很有用,3,6,整体,正面,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1803,878,_, , ,棒棒的,11,14,整体,正面,收到货了，试用了一下，棒棒的
1804,879,活动,6,8,_, , ,价格,正面,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1805,879,颜色,13,15,很自然,15,18,功效,正面,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1806,879,_, , ,喜欢,26,28,整体,正面,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1807,880,_, , ,方便,3,5,整体,正面,用起来方便，上妆很快，很轻薄，总体感觉还可以
1808,880,上妆,6,8,很快,8,10,功效,正面,用起来方便，上妆很快，很轻薄，总体感觉还可以
1809,880,_, , ,很轻薄,11,14,使用体验,正面,用起来方便，上妆很快，很轻薄，总体感觉还可以
1810,880,_, , ,还可以,19,22,整体,正面,用起来方便，上妆很快，很轻薄，总体感觉还可以
1811,881,味道,3,5,太刺鼻,5,8,气味,负面,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
1812,881,塑料味,10,13,太浓,13,15,气味,负面,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
1813,882,_, , ,很不错,2,5,整体,正面,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1814,882,补水,6,8,挺好的,8,11,功效,正面,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1815,882,价格,12,14,很实惠,15,18,价格,正面,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1816,882,_, , ,很好用,27,30,整体,正面,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1817,883,_, , ,特别快,15,18,物流,正面,晚上买的，第二天中午就收到了，特别快，很满意。
1818,883,_, , ,很满意,19,22,整体,正面,晚上买的，第二天中午就收到了，特别快，很满意。
1819,884,遮瑕效果,0,4,超级好,4,7,功效,正面,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1820,884,_, , ,很亮,8,10,功效,正面,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1821,884,_, , ,很白,11,13,功效,正面,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1822,884,_, , ,很喜欢,14,17,整体,正面,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1823,885,物流,0,2,很快,2,4,物流,正面,物流很快啊，商品质量也很好，值得购买！
1824,885,_, , ,很好,11,13,整体,正面,物流很快啊，商品质量也很好，值得购买！
1825,886,_, , ,棒棒,9,11,整体,正面,润玉仙推荐的，当然棒棒
1826,887,物流,6,8,超快,8,10,物流,正面,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
